ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,provenance,Family_name,Family_level_ID,Language_level_ID,level,lineage
lill1248,Lillooet,North America,50.7272,-122.04,lill1248,,BHR_lill1248.tsv,Salishan,sali1255,lill1248,language,sali1255/inte1241/nort2948
limb1266,Limbu,Eurasia,27.2703,87.8859,limb1266,,JK_limb1266.tsv,Sino-Tibetan,sino1245,limb1266,language,sino1245/hima1249/maha1306/kira1253
limo1248,Limos Kalinga,Papunesia,17.6081,121.381,limo1248,,CMG_limo1248.tsv,Austronesian,aust1307,limo1248,language,aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/nort3226
limo1249,Limonese Creole,North America,9.957414,-83.0905,limo1249,,JW_limo1249.tsv,Indo-European,indo1319,limo1249,language,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/jama1264
ling1263,Kinshasa Lingala,Africa,-4.409174,15.28532,ling1263,,SVM_ling1263.tsv,Atlantic-Congo,atla1278,ling1263,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1254/boba1248/boba1249/boba1250/ling1269
ling1265,Neverver,Papunesia,-16.1986,167.499,ling1265,,EK_ling1265.tsv,Austronesian,aust1307,ling1265,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316
lipo1242,Lipo,Eurasia,25.226,101.302,lipo1242,,MY_lipo1242.tsv,Sino-Tibetan,sino1245,lipo1242,language,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243/lipo1244
lish1245,Lishanid Noshan,Eurasia,36.213298,44.065281,lish1245,,RHA_lish1245.tsv,Afro-Asiatic,afro1255,lish1245,language,afro1255/semi1276/west2786/cent2236/nort3165/aram1259/impe1236/midd1367/east2680/cent2217/nort3241/tran1290/sout3213
lith1251,Lithuanian,Eurasia,55.1429,23.9601,lith1251,,MM_lith1251.tsv,Indo-European,indo1319,lith1251,language,indo1319/clas1257/balt1263/east2280
lito1235,Litoka,Africa,2.69,19.24,lito1235,,JLE_lito1235.tsv,Atlantic-Congo,atla1278,lito1235,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1254/libi1251/libi1252
litz1237,Naman,Papunesia,-16.1331,167.415,litz1237,,GF_litz1237.tsv,Austronesian,aust1307,litz1237,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316
livv1243,Livvi,Eurasia,61.6565,29.0726,livv1243,,RK-MN_livv1243.tsv,Uralic,ural1272,livv1243,language,ural1272/finn1317/coas1319/neva1234/nort3282/lado1234/east2796
livv1244,Liv,Eurasia,57.566,22.0262,livv1244,,RK-MN_livv1244.tsv,Uralic,ural1272,livv1244,language,ural1272/finn1317/coas1319
loba1239,Lobala,Africa,2.04881,18.3667,loba1239,,HH_loba1239.tsv,Atlantic-Congo,atla1278,loba1239,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1253/loba1240
logo1259,Logo,Africa,3.32608,29.8866,logo1259,,RHE_logo1259.tsv,Central Sudanic,cent2225,logo1259,language,cent2225/moru1252/cent2043
loka1252,Lokaa,Africa,5.91483,8.0933,loka1252,,AR_loka1252.tsv,Atlantic-Congo,atla1278,loka1252,language,atla1278/volt1241/benu1247/delt1251/uppe1418/cent2027/east2400/loko1252
lolo1259,Lolopo,Eurasia,25.50051,101.30185,lolo1259,,JV_lolo1259.tsv,Sino-Tibetan,sino1245,lolo1259,language,sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/lipo1243
loma1260,Loma (Liberia),Africa,7.91585,-9.69906,loma1260,,HS_loma1260.tsv,Mande,mand1469,loma1260,language,mand1469/west2780/mand1431/sout2842/mend1263/loma1259
lomb1257,Lombard,Eurasia,45.8817,9.39509,lomb1257,,MM_lomb1257.tsv,Indo-European,indo1319,lomb1257,language,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1279/piem1239
long1374,Longxi Qiang,Eurasia,31.5392,103.384,long1374,,BHR_long1374.tsv,Sino-Tibetan,sino1245,sout2728,dialect,sino1245/burm1265/naqi1236/qian1263/qian1264/sout2728/inwa1234
long1395,Longgu,Papunesia,-9.75258,160.663,long1395,,TWI_long1395.tsv,Austronesian,aust1307,long1395,language,aust1307/mala1545/cent2237/east2712/ocea1241/sout2853/mala1485
loni1238,Loniu,Papunesia,-2.06124,147.35,loni1238,,NP_loni1238.tsv,Austronesian,aust1307,loni1238,language,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/manu1262/moko1244
lonw1238,Lonwolwol,Papunesia,-16.2286,168.016,lonw1238,,ER_lonw1238.tsv,Austronesian,aust1307,lonw1238,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/ambr1240
lote1237,Lote,Papunesia,-5.954,150.911,lote1237,,NP_lote1237.tsv,Austronesian,aust1307,lote1237,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/meng1266
loth1237,Lotha Naga,Eurasia,26.01396,94.04355,loth1237,,JK-EJ_loth1237.tsv,Sino-Tibetan,sino1245,loth1237,language,sino1245/kuki1245/anga1312/aoic1235
lotu1250,Lotud,Papunesia,6.13732,116.232,lotu1250,,JLA_lotu1250.tsv,Austronesian,aust1307,lotu1250,language,aust1307/mala1545/nort3253/sout3154/grea1293/bisa1270
loup1243,Loup A,North America,42.364,-72.731,loup1243,,HPG_loup1243.tsv,Algic,algi1248,loup1243,language,algi1248/algo1256/algo1257/east2700/sout3237
louu1245,Lou,Papunesia,-2.38659,147.346,louu1245,,NP_louu1245.tsv,Austronesian,aust1307,louu1245,language,aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/east2459/sout2879/loup1244
lowe1412,Tanudan Kalinga,Papunesia,17.3441,121.311,lowe1412,,MM_lowe1412.tsv,Austronesian,aust1307,lowe1412,language,aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282/sout3203/sout3207
lowe1427,Lower Chehalis,North America,46.7736,-124.004,lowe1427,,JG_lowe1427.tsv,Salishan,sali1255,lowe1427,language,sali1255/coas1325/tsam1241/coas1311
lowl1260,Lowland Oaxaca Chontal,North America,15.9497,-95.6876,lowl1260,,JLA_lowl1260.tsv,Tequistlatecan,tequ1244,lowl1260,language,tequ1244
lowl1265,Lowland Tarahumara,North America,27.4623,-107.854,lowl1265,,RHE_lowl1265.tsv,Uto-Aztecan,utoa1244,lowl1265,language,utoa1244/sout3136/tara1326/tara1321
lozi1239,Lozi,Africa,-17.7052,24.7398,lozi1239,,JN_lozi1239.tsv,Atlantic-Congo,atla1278,lozi1239,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/soth1248/soth1252/seso1234
luan1263,Luang,Papunesia,-8.18378,127.944,luan1263,,JY_luan1263.tsv,Austronesian,aust1307,luan1263,language,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262
lubu1243,Lubuagan Kalinga,Papunesia,17.3879,121.0365,lubu1243,,ED_lubu1243.tsv,Austronesian,aust1307,lubu1243,language,aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/kali1310/kali1311/cent2282
luch1239,Luchazi,Africa,-14.0648,22.2437,luch1239,,JLE_luch1239.tsv,Atlantic-Congo,atla1278,luch1239,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/chok1246/chok1244/ngan1306
ludi1246,Ludian,Eurasia,61.853,33.7346,ludi1246,,RK-MN_ludi1246.tsv,Uralic,ural1272,ludi1246,language,ural1272/finn1317/coas1319/neva1234/nort3282/lado1234/east2796
lugb1240,Lugbara,Africa,3.02245,30.8642,lugb1240,,NH_lugb1240.tsv,Central Sudanic,cent2225,lugb1240,language,cent2225/moru1252/cent2043
lugu1238,Luguru,Africa,-6.86828,37.5557,lugu1238,,BHR_lugu1238.tsv,Atlantic-Congo,atla1278,lugu1238,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/ruvu1235/east2756
luis1253,Luiseno-Juaneño,North America,33.3184,-116.939,luis1253,,CB-PE-AS_luis1253.tsv,Uto-Aztecan,utoa1244,luis1253,language,utoa1244/nort2953/cali1246/cupa1239
lule1238,Lule,South America,-25.221839,-61.887818,lule1238,,HH_lule1238.tsv,,,lule1238,language,
lule1254,Lule Saami,Eurasia,67.2759,17.8057,lule1254,,RK_lule1254.tsv,Uralic,ural1272,lule1254,language,ural1272/saam1281/west2390/cent2240
lumb1249,Lumbu,Africa,-3.37917,11.124,lumb1249,,BHR_lumb1249.tsv,Atlantic-Congo,atla1278,lumb1249,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/west2968/nzad1235/lwer1234/ding1244/loan1238/klce1234/kiko1235/nucl1804/kiko1234/kamb1321/kila1239/sout3249/west2874/vili1240/lumb1251/lumb1252
lumu1239,Lumun,Africa,10.8308,30.253,lumu1239,,MJ-JK_lumu1239.tsv,Narrow Talodi,narr1279,lumu1239,language,narr1279/lumu1240
lunb1237,Lun Bawang,Papunesia,4.25064,115.5,lunb1237,,JLA_lunb1237.tsv,Austronesian,aust1307,lund1271,dialect,aust1307/mala1545/nort3253/nort3171/kela1257/lund1271
lund1266,Lunda,Africa,-11.1793,23.8662,lund1266,,JLE_lund1266.tsv,Atlantic-Congo,atla1278,lund1266,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/chok1246/ruun1239/lund1275
lund1271,Lundayeh,Papunesia,4.25064,115.5,lund1271,,JLA_lund1271.tsv,Austronesian,aust1307,lund1271,language,aust1307/mala1545/nort3253/nort3171/kela1257
luok1236,Luo (Kenya and Tanzania),Africa,-0.93296,34.4896,luok1236,,ER-CAO_luok1236.tsv,Nilotic,nilo1247,luok1236,language,nilo1247/west2493/luob1235/sout2831/adho1241/adho1242
luse1252,Lusengo,Africa,0.16988,18.3991,luse1252,,JLE_luse1252.tsv,Atlantic-Congo,atla1278,luse1252,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248
lush1249,Mizo,Eurasia,22.6138,92.6247,lush1249,,JG_lush1249.tsv,Sino-Tibetan,sino1245,lush1249,language,sino1245/kuki1245/kuki1246/cent2330/cent2005/mizo1244
lush1252,Northern Lushootseed,North America,48.42,-122.529,lush1252,,BHR_lush1252.tsv,Salishan,sali1255,lush1252,language,sali1255/coas1325/cent2129/lush1251
lusi1240,Lusi,Papunesia,-5.55033,149.148,lusi1240,,NP_lusi1240.tsv,Austronesian,aust1307,lusi1240,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/east2772/kali1298
luva1239,Luvale,Africa,-13.5382,22.2924,luva1239,,JSA_luva1239.tsv,Atlantic-Congo,atla1278,luva1239,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/chok1246/chok1244/chok1247
luya1241,Luyi,Africa,-15.01,22.67,luya1241,,ML_luya1241.tsv,Atlantic-Congo,atla1278,luya1241,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747
maan1238,Ma'anyan,Papunesia,-2.1239,115.092,maan1238,,JY_maan1238.tsv,Austronesian,aust1307,maan1238,language,aust1307/mala1545/basa1291/grea1283/sout2919/maan1240
maas1239,Maasina Fulfulde,Africa,11.1324,-3.64763,maas1239,,HS_maas1239.tsv,Atlantic-Congo,atla1278,maas1239,language,atla1278/nort3146/peul1234/fula1264
maba1270,Mabaale,Africa,2.11942,20.8759,maba1270,,JLE_maba1270.tsv,Atlantic-Congo,atla1278,maba1270,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/nort3376/rive1266/ngir1248/ngir1252/ngir1254/libi1251/libi1242
maba1277,Maba (Chad),Africa,12.89147,20.8889,maba1277,,JLE_maba1277.tsv,Maban,maba1274,maba1277,language,maba1274/maba1275/maba1276/nucl1441
maca1259,Macaguán,South America,6.34582,-71.2671,maca1259,,CB-PE-AS_maca1259.tsv,Guahiboan,guah1252,maca1259,language,guah1252
mace1250,Macedonian,Eurasia,41.5957,21.7932,mace1250,,MM_mace1250.tsv,Indo-European,indo1319,mace1250,language,indo1319/clas1257/balt1263/slav1255/sout3147/east2269/mace1252
mach1267,Machiguenga,South America,-12.1291,-72.5017,mach1267,,SD_mach1267.tsv,Arawakan,araw1281,mach1267,language,araw1281/sout3131/kamp1244/prea1240/asha1244/mats1245
maco1239,Maco,South America,4.5621,-66.5813,maco1239,,OK_maco1239.tsv,Saliban,sali1297,maco1239,language,sali1297/maco1238
macu1259,Macushi,South America,4.31861,-60.2209,macu1259,,CB-PE-AS_macu1259.tsv,Cariban,cari1283,macu1259,language,cari1283/vene1261/pemo1246/pemo1247
macu1260,Macuna,South America,-0.14459,-70.0749,macu1260,,CB-PE-AS_macu1260.tsv,Tucanoan,tuca1253,macu1260,language,tuca1253/east2698/west2789/sout3006
mada1285,Madak,Papunesia,-3.34342,151.967,mada1285,,NP_mada1285.tsv,Austronesian,aust1307,mada1285,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/mada1284
madi1260,Ma'di,Africa,3.62499,31.8471,madi1260,,NH_madi1260.tsv,Central Sudanic,cent2225,madi1260,language,cent2225/moru1252/sout2827
madn1237,Madngele,Australia,-13.9479,130.6,madn1237,,JLA_madn1237.tsv,Eastern Daly,east2374,madn1237,language,east2374
maee1241,Tirax,Papunesia,-15.9914,167.288,maee1241,,GF_maee1241.tsv,Austronesian,aust1307,maee1241,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261
mafe1237,Mafea,Papunesia,-15.4316,167.241,mafe1237,,SPE_mafe1237.tsv,Austronesian,aust1307,mafe1237,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/east2754/mafe1238
maga1260,Magahi,Eurasia,25.0915,85.3335,maga1260,,ER_maga1260.tsv,Indo-European,indo1319,maga1260,language,indo1319/clas1257/indo1320/indo1321/biha1245/mait1254
maga1263,Mag-Anchi Ayta,Papunesia,15.1954,120.459,maga1263,,JG_maga1263.tsv,Austronesian,aust1307,maga1263,language,aust1307/mala1545/cent2080/samb1319/maga1270
magd1235,Magdalena Peñasco Mixtec,North America,17.2837,-97.5413,magd1235,,MM_magd1235.tsv,Otomanguean,otom1299,magd1235,language,otom1299/east2557/amuz1253/mixt1422/mixt1423/mixt1427/west2824
magu1243,Maguindanao,Papunesia,6.9453,124.509,magu1243,,JG_magu1243.tsv,Austronesian,aust1307,magu1243,language,aust1307/mala1545/grea1284/dana1253
maia1253,Maiani,Papunesia,-4.55066,145.239,maia1253,,HS_maia1253.tsv,Nuclear Trans New Guinea,nucl1709,maia1253,language,nucl1709/mada1298/croi1234/grea1298/nort3379/kauk1240
maia1254,Maia,Papunesia,-4.50212,145.096,maia1254,,MH_maia1254.tsv,Nuclear Trans New Guinea,nucl1709,maia1254,language,nucl1709/mada1298/croi1234/grea1298/nort3379/kauk1240
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,,SPI_maib1239.tsv,,,maib1239,language,
mail1248,Mailu,Papunesia,-10.3657,149.521,mail1248,,JLA_mail1248.tsv,Mailuan,mail1249,mail1248,language,mail1249
maip1246,Maipure,South America,4.8,-67.5,maip1246,,SD_maip1246.tsv,Arawakan,araw1281,maip1247,dialect,araw1281/alto1249/maip1247
mais1250,Maisin,Papunesia,-9.22853,148.731,mais1250,,MD-GR-RSI_mais1250.tsv,Austronesian,aust1307,mais1250,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241
mait1250,Maithili,Eurasia,26.3817,86.2211,mait1250,,ER_mait1250.tsv,Indo-European,indo1319,mait1250,language,indo1319/clas1257/indo1320/indo1321/biha1245/mait1254
maja1242,Majang,Africa,7.71,34.97,maja1242,,JW_maja1242.tsv,Surmic,surm1244,maja1242,language,surm1244
maka1304,Makaa,Africa,4.15471,13.0789,maka1304,,JV_maka1304.tsv,Atlantic-Congo,atla1278,maka1304,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/maka1327/maka1323/west2967/maka1324/nort3375
maka1311,Makasar,Papunesia,-5.65551,119.838,maka1311,,MD-GR-RSI_maka1311.tsv,Austronesian,aust1307,maka1311,language,aust1307/mala1545/sout2923/maka1310/nucl1727
makc1235,Mak (China),Eurasia,25.5946,107.726,makc1235,,NL_makc1235.tsv,Tai-Kadai,taik1256,makc1235,language,taik1256/kamt1241/kams1241/then1235/maon1239/maka1300
makh1264,Makhuwa,Africa,-14.8509,38.8052,makh1264,,SPI-ER_makh1264.tsv,Atlantic-Congo,atla1278,makh1264,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/maku1247/maku1279
makh1266,Makhuwa-Saka,Africa,-13.6443,39.5323,makh1266,,JG_makh1266.tsv,Atlantic-Congo,atla1278,makh1266,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3180/soth1250/soth1251/maku1247/maku1279
mako1251,Makonde,Africa,-10.9906,39.5133,mako1251,,JV_mako1251.tsv,Atlantic-Congo,atla1278,mako1251,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/rufi1235/ruvu1234/mako1254
maku1277,Maku'a,Papunesia,-8.40372,127.239,maku1277,,JLA_maku1277.tsv,Austronesian,aust1307,maku1277,language,aust1307/mala1545/cent2237/cent2245/timo1259/east2732
makw1236,Makwe,Africa,-10.4673,40.0274,makw1236,,SVM_makw1236.tsv,Atlantic-Congo,atla1278,makw1236,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/rufi1235/ruvu1234/mako1254
mala1463,Malavedan,Eurasia,8.85517,77.2038,mala1463,,JV_mala1463.tsv,Dravidian,drav1251,mala1463,language,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1464,Malayalam,Eurasia,9.59208,76.7651,mala1464,,TWE_mala1464.tsv,Dravidian,drav1251,mala1464,language,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297/tami1298/mala1541
mala1479,Colloquial Malay,Eurasia,1.85856,103.0,mala1479,,JLA_mala1479.tsv,Austronesian,aust1307,mala1479,language,aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/sing1270
mala1481,Manado Malay,Papunesia,1.48099,124.843,mala1481,,MM_mala1481.tsv,Austronesian,aust1307,mala1481,language,aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743/mana1300
mala1522,Malayo,South America,10.9286,-73.4056,mala1522,,MM_mala1522.tsv,Chibchan,chib1249,mala1522,language,chib1249/core1252/magd1236/nort3000/arhu1241/east2571/east2572
mala1534,Malaweg,Papunesia,17.844833,121.391322,mala1534,,KSA_mala1534.tsv,Austronesian,aust1307,mala1534,language,aust1307/mala1545/nort3238/caga1241/iban1268
male1284,Male (Ethiopia),Africa,5.91975,36.9892,male1284,,LR_male1284.tsv,Ta-Ne-Omotic,gong1255,male1284,language,gong1255/omet1238/nort3161
male1289,Maleu-Kilenge,Papunesia,-5.61613,148.445,male1289,,NP_male1289.tsv,Austronesian,aust1307,male1289,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243
male1297,Maléku Jaíka,North America,10.7485,-84.7318,male1297,,RHE_male1297.tsv,Chibchan,chib1249,male1297,language,chib1249/core1252/voti1248
malg1251,Malgwa,Africa,11.77,13.61,malg1251,,ML_malg1251.tsv,Afro-Asiatic,afro1255,malg1251,language,afro1255/chad1250/bium1280/nort3156/marg1267/mand1472/wand1280/wand1281
mali1284,Mali,Papunesia,-4.71826,152.214,mali1284,,MD-GR-RSI_mali1284.tsv,Baining,bain1263,mali1284,language,bain1263
mali1285,Malinaltepec Me'phaa,North America,17.2122,-98.6322,mali1285,,RHE_mali1285.tsv,Otomanguean,otom1299,mali1285,language,otom1299/west2783/tlap1252/subt1249/meph1234/nort3350
malo1243,Tamambo,Papunesia,-15.6835,167.16,malo1243,,NB_malo1243.tsv,Austronesian,aust1307,malo1243,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/sout3339
malt1254,Maltese,Eurasia,35.8884,14.4508,malt1254,,NB_malt1254.tsv,Afro-Asiatic,afro1255,malt1254,language,afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191
malu1245,Malua Bay,Papunesia,-15.9813,167.208,malu1245,,GB_malu1245.tsv,Austronesian,aust1307,malu1245,language,aust1307/mala1545/cent2237/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223
mama1275,Mamanwa,Papunesia,9.44744,125.548,mama1275,,MM_mama1275.tsv,Austronesian,aust1307,mama1275,language,aust1307/mala1545/grea1284/cent2246
mamb1294,Mambai,Africa,9.6121,14.0013,mamb1294,,JLA_mamb1294.tsv,Atlantic-Congo,atla1278,mamb1294,language,atla1278/volt1241/nort3149/came1255/mbum1257/nort2773/tupu1245
mamb1296,Mambwe-Lungu,Africa,-8.86817,31.2269,mamb1296,,ML_mamb1296.tsv,Atlantic-Congo,atla1278,mamb1296,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/corr1234/mboz1235/mwik1240/fipa1240/malu1251
mamb1306,Mambae,Papunesia,-9.19552,125.475,mamb1306,,JG_mamb1306.tsv,Austronesian,aust1307,mamb1306,language,aust1307/mala1545/cent2237/cent2245/timo1260/west2945
mamm1241,Mam,North America,14.8034,-91.7231,mamm1241,,RHE_mamm1241.tsv,Mayan,maya1287,mamm1241,language,maya1287/core1254/quic1274/grea1277/mame1240
mamv1243,Mamvu,Africa,2.68167,28.9862,mamv1243,,MM_mamv1243.tsv,Central Sudanic,cent2225,mamv1243,language,cent2225/memb1239/mang1425
mana1288,Manange,Eurasia,28.6416,84.0515,mana1288,,BHR_mana1288.tsv,Sino-Tibetan,sino1245,mana1288,language,sino1245/bodi1256/kaik1248/ghal1247/tama1367/guru1260/mana1287
mana1295,Manam,Papunesia,-4.07921,145.033,mana1295,,SM_mana1295.tsv,Austronesian,aust1307,mana1295,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294/bamm1241/mana1301
mana1298,Manambu,Papunesia,-4.19082,142.862,mana1298,,HPG_mana1298.tsv,Ndu,nduu1242,mana1298,language,nduu1242/nucl1642/mana1303
mand1415,Mandarin Chinese,Eurasia,40.0209,116.228,mand1415,,MY-JG_mand1415.tsv,Sino-Tibetan,sino1245,mand1415,language,sino1245/sini1245/clas1255/midd1354/nort3155/mand1471
mand1423,Manda-Matumba,Africa,-10.3991,34.7424,mand1423,,HS_mand1423.tsv,Atlantic-Congo,atla1278,mand1423,language,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/sout3185/mand1475
mand1436,Mandinka,Africa,12.8165233333,-15.6539466667,mand1436,,HS_mand1436.tsv,Mande,mand1469,mand1436,language,mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499
mand1440,Mandara,Papunesia,-2.7828,151.956,mand1440,,SR_mand1440.tsv,Austronesian,aust1307,mand1440,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/meso1253/newi1242/taba1270
mang1378,Mang,Eurasia,21.4305,102.133,mang1378,,JY_mang1378.tsv,Austroasiatic,aust1305,mang1378,language,aust1305/mang1377
mang1381,Mangarrayi,Australia,-14.8,133.5,mang1381,,JG_mang1381.tsv,Mangarrayi-Maran,mang1423,mang1381,language,mang1423
mang1394,Mangbetu,Africa,2.5511,27.0712,mang1394,,JLE_mang1394.tsv,Central Sudanic,cent2225,mang1394,language,cent2225/mang1393/mang1424
mang1401,Mangareva,Papunesia,-23.1095,-134.97,mang1401,,NP_mang1401.tsv,Austronesian,aust1307,mang1401,language,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062
mang1403,Mangseng,Papunesia,-5.89752,150.68,mang1403,,NP_mang1403.tsv,Austronesian,aust1307,mang1403,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/bebe1254
mang1404,Mangga Buang,Papunesia,-6.99891,146.685,mang1404,,ED_mang1404.tsv,Austronesian,aust1307,mang1404,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247
mang1405,Manggarai,Papunesia,-8.55748,120.329,mang1405,,FE-LC_mang1405.tsv,Austronesian,aust1307,mang1405,language,aust1307/mala1545/cent2237/cent2245/bima1248/flor1240/flor1241/mang1430/mang1436
mani1235,Sougb,Papunesia,-1.49611,133.95,mani1235,,SM_mani1235.tsv,East Bird's Head,east1459,mani1235,language,east1459
manm1238,Man Met,Eurasia,22.0743,100.842,manm1238,,JY_manm1238.tsv,Austroasiatic,aust1305,manm1238,language,aust1305/khas1273/pala1352/east2331/angk1246/sout3232
mann1248,Mann,Africa,7.04616,-8.86405,mann1248,,HS_mann1248.tsv,Mande,mand1469,mann1248,language,mand1469/east2697/sout3140/guro1245
mans1260,Mansim,Papunesia,-0.915054,134.011116,mans1260,,NP_mans1260.tsv,Hatam-Mansim,hata1242,mans1260,language,hata1242
mans1262,Mansaka,Papunesia,6.79221,126.181,mans1262,,MM_mans1262.tsv,Austronesian,aust1307,mans1262,language,aust1307/mala1545/grea1284/cent2246/mans1261/east2477
manu1258,Manusela,Papunesia,-3.1109,129.429,manu1258,,MM_manu1258.tsv,Austronesian,aust1307,manu1258,language,aust1307/mala1545/cent2237/cent2245/cent2254/east2466/nunu1252/pata1263/manu1263
maon1241,Maonan,Eurasia,25.0169,108.024,maon1241,,JC_maon1241.tsv,Tai-Kadai,taik1256,maon1241,language,taik1256/kamt1241/kams1241/then1235/maon1239/maon1240
maor1246,Maori,Papunesia,-38.2881,176.541,maor1246,,MM_maor1246.tsv,Austronesian,aust1307,maor1246,language,aust1307/mala1545/cent2237/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/cent2062
mapo1242,Mapos Buang,Papunesia,-6.86672,146.774,mapo1242,,ED_mapo1242.tsv,Austronesian,aust1307,mapo1242,language,aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mapo1247
mapu1245,Mapudungun,South America,-38.7392,-71.277,mapu1245,,CB-PE-AS_mapu1245.tsv,Araucanian,arau1255,mapu1245,language,arau1255
maqu1238,Ye'kwana,South America,4.70705,-64.3877,maqu1238,,CB-PE-AS_maqu1238.tsv,Cariban,cari1283,maqu1238,language,cari1283/guia1242/maqu1239
mara1378,Marathi,Eurasia,17.9344,76.6665,mara1378,,EJ_mara1378.tsv,Indo-European,indo1319,mara1378,language,indo1319/clas1257/indo1320/indo1321/indo1325/mara1416/mara1422/oldm1248/mode1268
mara1379,Maram Naga,Eurasia,25.4378,94.2205,mara1379,,JV_mara1379.tsv,Sino-Tibetan,sino1245,mara1379,language,sino1245/kuki1245/zeme1241
mara1382,Mara Chin,Eurasia,22.1138,93.0387,mara1382,,BHR_mara1382.tsv,Sino-Tibetan,sino1245,mara1382,language,sino1245/kuki1245/kuki1246/cent2330/mara1381/nucl1757
