Grambank_ID	sahul_abbrev	Feature	Relevant unit(s)	Function	Form	Feature patron	Clarifying Comments	Possible Values	Value	Grambank_ID_desc	Definition	main_domain	word order	ENumLab	ELab	Eris_Categories
GB291	NA	Can polar interrogation be marked by tone?	verb, clause, sentence	mood, interrogation	tone	Jeremy	This feature deals with the presence or absence of a construction where the only difference between the interrogative and the declarative is marked by tone. Please note tone (not intonation) is the focus here which is a particle and bound to the constituent.	1: present, 0: absent	NA	GB291 QTone	NA	clause	NA	32	Interrogation8	32Interrogation8
GB324	NA	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?	verb, interrogative	mood, interrogation	conjugation, paradigm	Harald	Interrogative verbs are verbs that include a semantic wh-element. In other words, the semantic content of interrogative verb roots includes an element equivalent to a content question (also called a wh-element), e.g., meaning 'to do what' or 'to be who'. The wh-element needs to behave like a verb in the language, e.g., if the language is English, it should take verbal morphology, appearing, e.g., as in 'you what-ed yesterday?' (to mean 'you did what yesterday?'). The feature does not include verbs of asking or interrogative forms created through affixation of interrogative markers to non-interrogative verb roots.	1: present, 0: absent	NA	GB324 QV	NA	clause	NA	33	Interrogation1	33Interrogation1
GB326	NA	Do (nominal) content interrogatives normally or frequently occur in situ?	interrogative, clause	mood, interrogation	word order	Harald	In situ means the normal position for a non-interrogative NP in the same participant role. This question is concerned with the use of in-situ content interrogative nominals as a general question construction. This question should be answered yes (1) if questions formed with in-situ interrogatives are pragmatically unmarked and are used commonly (e.g. not only in restrictive contexts such as echo questions or constructions with multiple interrogatives).	1: present, 0: absent	NA	GB326 QInSitu	NA	clause	word order	33	Interrogation3	33Interrogation3
GB325	NA	Is there a count/mass distinction in interrogative quantifiers?	interrogative	mood, interrogation, quantification	paradigm, declension	Harald	For example, English contrasts 'how many' versus 'how much'.	1: present, 0: absent	NA	GB325 QCountMass	NA	nominal domain	NA	33	Interrogation2	33Interrogation2
GB116	shapeclass	Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	verb, index	nominal classification	incorporation, compounding, suppletion, affixation, conjugation	Jeremy	This questions aims at capturing verbal classifier systems, these systems are not based on agreement with the noun class system (Aikhenvald 2000:149). The system can however be identical or very similar to the possessive, numeral or demonstrative classifier systems.	1: present, 0: absent	NA	GB116 VClassifiers	Do verbs classify the shape, size, consistency or position of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?	verbal domain	NA	24	Verb Randos 4	24Verb Randos 4
GB177	NA	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?	verb, index	nominal classification, predication	agreement, conjugation	Alena	Does animacy of an argument (S or A or P) determines the form or presence of the indexing on the verb. This system of marking has to be unrelated or not reducible to the gender/noun class system as revealed by agreement in the noun phrase.	1: present, 0: absent	NA	GB177 AnimacyBoundV	NA	verbal domain	NA	16	verb weirdos 4	16verb weirdos 4
GB057	numclassif	Are there numeral classifiers?	numeral, classifier, NP	nominal classification, quantification, attribution	declension, paradigm, special construction, particle	Jeremy	This question concerns whether numerals take an element that varies depending on the noun used, and is not the same as a gender system used in the language (i.e. is not numeral agreement with gender).	1: present, 0: absent	NA	GB057 NUMClassif	Are there numeral classifiers?	nominal domain	NA	5	QUANT1	5QUANT1
GB188	NA	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?	noun	nominalization, augmentative, derivation	derivational morphology	Jeremy	This needs to be a productive pattern. Augmentative function often also entails other meanings, but it needs to minimally encode larger size.	1: present, 0: absent	NA	GB188 AUGBound	NA	nominal domain	NA	11	Nom Morph 4	11Nom Morph 4
GB187	NA	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	noun	nominalization, diminutive, derivation	derivational morphology	Jeremy	This needs to be a productive pattern. Diminutive function often also entails other meanings, but it needs to minimally encode smaller size.	1: present, 0: absent	NA	GB187 DIMBound	NA	nominal domain	NA	11	Nom Morph 3	11Nom Morph 3
GB046	assocpl	Is there an associative plural marker for nouns?	noun	number	declension	Hedvig	"Is there a marker on the noun that instead of marking additive plural ""several X"" marks that the reference contains entities associated with X, ""X and other people/things associated with X’. This marker does not need to be bound to the noun. If the additive plural also has this function, this also counts."	1: present, 0: absent	NA	GB046 AssocPlural	Are there associative plurals?	nominal domain	NA	9	Noun Num 6	9Noun Num 6
GB316	NA	Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?	NP	number	particle	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB042<TAB>Is there productive overt morphological singular marking on nouns?](https://github.com/glottobank/Grambank/wiki/GB042) which focusses on the bound marking of singular number.<CR><CR>Number marking can be accomplished via a marker that also has other functions, [for example obligatory articles that encode number is a 1 here](https://github.com/glottobank/Grambank/issues/59#issuecomment-304691348). Please alert patron when there are other functions about, as these can be tricky cases.	1: present, 0: absent	NA	GB316 SingularFree	NA	nominal domain	NA	12	NP1	12NP1
GB317	NA	Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?	NP	number	particle	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB043<TAB>Is there productive morphological dual marking on nouns?](https://github.com/glottobank/Grambank/wiki/GB043) which focusses on the bound marking of dual number.	1: present, 0: absent	NA	GB317 DualFree	NA	nominal domain	NA	12	NP2	12NP2
GB318	NA	Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?	NP	number	particle	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB044 Is there productive morphological plural marking on nouns?](https://github.com/glottobank/Grambank/wiki/GB044) which focusses on the bound marking of plural number.<CR><CR>Number marking can be accomplished via a marker that also has other functions, [for example obligatory articles that encode number is a 1 here](https://github.com/glottobank/Grambank/issues/59#issuecomment-304691348). Please alert patron when there are other functions about, as these can be tricky cases.	1: present, 0: absent	NA	GB318 PluralFree	NA	nominal domain	NA	12	NP3	12NP3
GB319	NA	Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?	NP	number	particle	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB165<TAB>Is there productive morphological trial marking on nouns?](https://github.com/glottobank/Grambank/wiki/GB165) which focusses on the bound marking of trial number.	1: present, 0: absent	NA	GB319 TrialFree	NA	nominal domain	NA	12	NP4	12NP4
GB320	NA	Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?	NP	number	particle	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB166 Is there productive morphological paucal marking on nouns?](https://github.com/glottobank/Grambank/wiki/GB166) which focusses on the bound marking of paucal number.<CR><CR>The paucal marker needs to be [obligatory](https://github.com/glottobank/Grambank/wiki/Obligatorily) in the paucal context.	1: present, 0: absent	NA	GB320 PaucalFree	NA	nominal domain	NA	12	NP5	12NP5
GB039	numdecl	Is there nonphonological allomorphy of noun number markers?	noun, NP	number	declension	Jeremy	Are there different markings of plural number that do not correlate with different markings of singular, i.e. are there new groups in the plural that are not aligned with the singular groups? The marking does not need to be on the noun itself (it can be plural word for example). The elements can include a zero-marker.	1: present, 0: absent	NA	GB039 NounNUMAllomorph	NA	nominal domain	NA	9	Noun Num 1	9Noun Num 1
GB165	NA	Is there productive morphological trial marking on nouns?	noun	number	declension	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB319<TAB>Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?](https://github.com/glottobank/Grambank/wiki/GB319) which focusses on the non-bound marking of trial number. Trial marking on pronouns only does not count.	1: present, 0: absent	NA	GB165 TrialBound	NA	nominal domain	NA	9	Noun Num 7	9Noun Num 7
GB166	NA	Is there productive morphological paucal marking on nouns?	noun	number	declension	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB320<TAB>Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?](https://github.com/glottobank/Grambank/wiki/GB320)<CR> which focusses on the non-bound marking of paucal number.	1: present, 0: absent	NA	GB166 PaucalBound	NA	nominal domain	NA	9	Noun Num 8	9Noun Num 8
GB041	suppletiven	Are there several nouns (more than three) which are suppletive for number?	noun	number	suppletion, declension	Hedvig	"Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group. Only so called ""strong suppletion"" counts here.<CR><CR>Only answer (1) if there are more than three examples of this. Body-parts and kinship terms are good place to start investigating."	1: present, 0: absent	NA	GB041 NUMSupplNoun	Are there nouns which are suppletive for number?	nominal domain	NA	9	Noun Num 2	9Noun Num 2
GB043	dualmarkedn	Is there productive morphological dual marking on nouns?	noun	number	declension	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB317<TAB>Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?<CR>](https://github.com/glottobank/Grambank/wiki/GB317) which focusses on the non-bound marking of dual number.	1: present, 0: absent	NA	GB043 DualBound	Can dual number be marked on the noun itself?	nominal domain	NA	9	Noun Num 4	9Noun Num 4
GB109	vsuppletion	Is there verb suppletion for participant number?	verb	number, argument marking, core arguments	suppletion, conjugation	Harald	"Are there verbs that use a different stem depending on the number (singular, dual, plural etc) of a participant? The participant triggering the suppletive choice could be any of A, P, or S. Auxiliaries are also included in ""verbs"" for the purpose of this feature. Only strong suppletion (different stem) counts. There should be (reason to believe that there are) at least three verbs with participant number suppletion to count as 1."	1: present, 0: absent	NA	GB109 VSupplNUM	Are there suppletive verbs for number of participants?	verbal domain	NA	14	verb arguments 14	14verb arguments 14
GB184	NA	Can an adnominal property word agree with the noun in number?	adjective, NP	number, attribution	agreement, declension	Jeremy	"Attributive nominal modifier is roughly equal to the old term ""adjective""."	1: present, 0: absent	NA	GB184 AdjNUM	NA	nominal domain	NA	3	ADJ8	3ADJ8
GB185	NA	Can an adnominal demonstrative agree with the noun in number?	demonstrative, NP	number, attribution, deixis	agreement, declension	Jeremy	Demonstratives can agree in number with the head noun even if the head noun is not overtly marked for number. NB: This concerns cases where there is a head NP different from the demonstrative. Disregard whenever the demonstrative can function as the head noun in the NP, e.g., if demonstratives function as pronouns.	1: present, 0: absent	NA	GB185 DEMNum	NA	nominal domain	NA	2	DEM5	2DEM5
GB186	NA	Can an article agree with the noun in number?	article, NP, demonstrative	number, deixis, definiteness	agreement, declension	Jeremy	Articles can agree in number with the head noun even if the head noun is not overtly marked for number	1: present, 0: absent	NA	GB186 ARTNum	NA	nominal domain	NA	1	ART5	1ART5
GB044	plmarkedn	Is there productive morphological plural marking on nouns?	noun	number, gender	declension	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB318<TAB>Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?<CR>](https://github.com/glottobank/Grambank/wiki/GB318) which focusses on the non-bound marking of plural number. Reduplication doesn't count.	1: present, 0: absent	NA	GB044 PluralBound	Can plural number be marked on the noun itself?	nominal domain	NA	9	Noun Num 5	9Noun Num 5
GB042	singmarkedn	Is there productive overt morphological singular marking on nouns?	noun	number, gender	declension	Hedvig	This is meant to capture marking on a open set of nouns, not a restricted set. Absence of plural marking or marking on the entire NP is not enough for (1) here. Nouns derived from adjectives or verbs are not relevant here. This feature is in contrast to [GB316<TAB>Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?](https://github.com/glottobank/Grambank/wiki/GB316) which focuses on the non-bound marking of singular number.<CR><CR>The marker should not be primarily marking another function, such as definiteness.	1: present, 0: absent	NA	GB042 SingularNoun	Can singular number be marked on the noun itself?	nominal domain	NA	9	Noun Num 3	9Noun Num 3
GB302	NA	"Is there a phonologically free passive marker (""particle"" or ""auxiliary"")?"	particle, auxiliary	passive, valency change, derivation, valency decrease	particle, auxiliary	Jakob	Passivization is a valency reducing operation that takes a transitive clause ('The dog bites the man.') and turns it into an intransitive one by promoting the P argument ('the man') to morphosyntactic S function. In the resulting intransitive clause, the former A argument ('the dog') either vanishes or adopts an oblique function: 'The man is bitten (by the dog).' 'Mediopassives' and the sort (e.g. 'x breaks the vase' > 'the vase breaks') also count as passives. This question targets phonologically independent particles or auxiliaries marking passive clauses.	1: present, 0: absent	NA	GB302 PassiveFree	NA	clause	NA	31	Clause SubCo 1	31Clause SubCo 1
GB304	NA	Can the agent be expressed overtly in a passive clause?	clause	passive, valency change, derivation, valency decrease	absence vs. presence	Jakob	"For languages with multiple passive constructions (e.g. ""personal"" and ""impersonal"" passives) this question should be answered ""1"" if the agent can be overtly expressed in any of these types of passive clauses."	1: present, 0: absent	NA	GB304 PassiveA-ArgOvert	NA	clause	NA	31	Clause SubCo 3	31Clause SubCo 3
GB099	personstemalt	Can verb stems alter according to the person of a core participant?	verb	person, argument marking, core arguments	suppletion, ablaut, conjugation	Alena	Do some verbs have two or more suppletive allomorphs whose distribution is conditioned by the person of an S, A, or P argument? <CR>Suppletive are allomorphs which are not similar in pronunciation, i.e. cannot be related to each other by morpho-phonological rules?<CR>The question covers both strong and weak suppletion, as well as ablaut. <CR>There must be at least **three** verbs to code 1.	1: present, 0: absent	NA	GB099 VSupplPerson	NA	verbal domain	NA	14	verb arguments 13	14verb arguments 13
GB031	dualpronoun	Is there a dual or unit augmented form (in addition to plural or augmented) for all person categories in the pronoun system?	pronoun	person, number	declension, paradigm	Hannah	A dual or unit augmented form must be present throughout the paradigm (i.e. for all person categories) for this feature to be coded as (1). Both bound and free person forms are to be considered in coding this feature. Inclusive and exclusive categories of 1st person are not considered separate person categories for the purposes of coding this feature (e.g. if a language has dual number in 3rd, 2nd, and any 1st person category it is sufficient for triggering a (1)). A dual or unit augmented form for a single person category in the paradigm is *not* sufficient for a (1) code.	1: present, 0: absent	NA	GB031 PRODualAug	Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?	pronoun	NA	6	PRO4	6PRO4
GB030	gendist3rd	Is there a gender distinction in independent 3rd person pronouns?	pronoun	person, number, gender	declension, paradigm	Hannah	This question targets the existence of a gender distinction in independent 3rd person anaphoric forms, which includes pronouns and also demonstratives. This distinction is often one of natural gender (masc./fem), but it could be animacy as well (see Corbett 1991 for further discussion of gender). For languages with no 3rd person independent pronouns a gender distinction in demonstratives would trigger a (1) here. If pronouns with inanimate referents agree with the gender/noun class of that inanimate noun that will also suffice for (1) here. If a language has a gender distinction for 3rd person pronouns but not for demonstratives, this is also sufficient for a (1) in this category.	1: present, 0: absent	NA	GB030 PRO3PGender	Is there a gender distinction in 3rd person pronouns (or demonstratives, if no 3rd person pronouns)?	pronoun	NA	6	PRO3	6PRO3
GB400	NA	Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?	verb, pronoun, particle, auxiliary, index	person, valency change, TAM, passive, antipassive, tense, aspect, mood, modality, negation, argument marking, core arguments	conjugation, paradigm, indexing	Alena	"This question concerns languages with obligatory indexing of the person of the argument somewhere in the clause (i.e. either on the verb or by clitics). The question asks whether the markers are deleted under certain circumstances. In order for there to be neutralization, there needs to be something to ""neutralize"" to begin with, i.e. languages without marking of person anywhere in the clause should be coded ""0"" for this feature. For this question do not consider independent pronouns."	1: present, 0: absent	NA	GB400 PersonNeutralized	NA	verbal domain	NA	NA	NA	NA
GB415	NA	Is there a politeness distinction in 2nd person forms?	pronoun, index, verb	politeness, person	paradigm, declension	Hannah	This feature asks whether there are different 2nd person pronoun forms that are used based on the level of respect accorded by the speaker to the addressee. In some cases polite pronouns are used to indicate a level of formality or unfamiliarity between speaker and addressee. In other cases politeness distinctions are used according to very specific social relationships between speaker and addressee, such as relative age, social status, or kinship. If multiple 2nd person pronoun forms exist in a single number category, and their use is patterned according to the level of intimacy or hierarchy of social relationship between speaker and addressee, this will suffice for a (1) code.	1: present, 0: absent	NA	GB415 PRO2PPoliteness	NA	pronoun	NA	6	PRO2	6PRO2
GB132	vmedtrans	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	clause	predication	word order	Harald	All questions concerning order of constituents aim to capture the pragmatically unmarked order between full NP constituents (not merely pronouns). Do not consider 'left or right-dislocation', accompanied by intonational signals or pragmatically marked constructions such as focus. If the verb phrase consists of several elements it is the lexical verb that counts and the position of auxiliaries/TAME marking elements can be ignored. Any other constituents other than the core arguments (A, P, V) of a transitive clause should be ignored.	1: present, 0: absent	NA	GB132 TransVMedOrder	Is a pragmatically unmarked constituent order verb-medial for transitive clauses?	clause	word order	22	Verb Clause 3	22Verb Clause 3
GB118	serialvconst	Are there serial verb constructions?	verb	predication	special construction	Jeremy	Serial verbs are two or more verbs in juxtaposition, functioning as a single predicate, with no morphology to mark their relationship with each other. Each of the verbs is a separate phonological word but the construction as a whole is expressed in one intonational unit. Morphology is shared to a greater or lesser extent. Serial verbs are different from clause-chaining because the verbs involved in clause-chaining lack finiteness and cannot occur independently in that form whereas serial verbs take the appropriate finiteness marking. Serial verbs are different from compounds because they can each take their own arguments whereas the roots of a compound share arguments.<CR><CR>TODO (from Jana): Please add a comment on whether the two verbs of an SVC must be adjacent.	1: present, 0: absent	NA	GB118 SerialV	Are there serial verb constructions?	verbal domain	NA	22	Verb Clause 1	22Verb Clause 1
GB131	vinittrans	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	clause	predication	word order	Harald	All questions concerning order of constituents aim to capture the pragmatically unmarked order between full NP constituents (not merely pronouns). Do not consider 'left or right-dislocation', accompanied by intonational signals or pragmatically marked constructions such as focus. If the verb phrase consists of several elements it is the lexical verb that counts and the position of auxiliaries/TAME marking elements can be ignored. Any other constituents other than the core arguments (A, P, V) of a transitive clause should be ignored.	1: present, 0: absent	NA	GB131 TransVInitOrder	Is a pragmatically unmarked constituent order verb-initial for transitive clauses?	clause	word order	22	Verb Clause 2	22Verb Clause 2
GB136	fixedconord	Is the order of core argument (i.e. S/A/P) constituents fixed?	clause	predication	word order	Harald	The order is fixed if you cannot permute the order of core constituents and the verb without either i) changing the propositional content of the clause or ii) requiring intonational signalling or further elements (particles, cleft components, adjuncts).	1: present, 0: absent	NA	GB136 WordOrderFixed	Is constituent order fixed?	clause	word order	26	Clause3	26Clause3
GB130	ordersv	What is the pragmatically unmarked order of S and V in intransitive clauses?	clause	predication	word order	Harald	All questions concerning order of constituents aim to capture the pragmatically unmarked order between full NP constituents (not merely pronouns). Do not consider 'left or right-dislocation', accompanied by intonational signals or pragmatically marked constructions such as focus. If the verb phrase consists of several elements it is the lexical verb that counts and the position of auxiliaries/TAME marking elements can be ignored.	multistate 1: SV; 2: VS; 3: both	NA	GB130 OrderSVIntrans	NA	clause	word order	21	Intrn1	21Intrn1
GB522	NA	"Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?"	pronoun, NP, clause	predication	presence vs. absence	Hannah	This feature identifies languages that do not require a phonologically overt S or A argument expressed by a noun phrase or independent pronoun when the referent can be inferred from context. These languages are often called 'pro-drop' languages, and the phenomenon is generally referred to as 'null anaphora' or 'zero anaphora'. <CR><CR>Here 'omitted' means phonologically unexpressed (we do not intend for this feature to make any distinctions regarding the theoretical status of a null anaphor). To count as (1), pro-drop should occur where the S or A argument might otherwise be expressed by an independent pronoun or full noun phrase. Specifically, pro-drop should occur in simple, declarative main clauses. <CR><CR>Pro-drop is not mutually exclusive with indexing of the S or A argument on the verb. If, in the absence of an independent pronoun or nominal S or A, there is indexing of this argument on the verb, you may still code 1.	1: present, 0: absent	NA	GB522 PRODrop	NA	clause	NA	6	PRO12	6PRO12
GB133	vfinaltrans	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	clause	predication	word order	Harald	All questions concerning order of constituents aim to capture the pragmatically unmarked order between full NP constituents (not merely pronouns). Do not consider 'left or right-dislocation', accompanied by intonational signals or pragmatically marked constructions such as focus. If the verb phrase consists of several elements it is the lexical verb that counts and the position of auxiliaries/TAME marking elements can be ignored. Any other constituents other than the core arguments (A, P, V) of a transitive clause should be ignored.	1: present, 0: absent	NA	GB133 TransVFinalOrder	Is a pragmatically unmarked constituent order verb-final for transitive clauses?	clause	word order	22	Verb Clause 4	22Verb Clause 4
GB150	clausechain	Is there clause chaining?	verb, clause	predication	special construction	Hannah	Clause-chaining here is not just juxtapositioning of minimal clauses with no connectors, but chains of medial clauses (i.e. formally reduced clauses that do not have the full marking that usually occurs on the verb) which are dependent on a single verb that usually (but not always) occurs in a final position. This complete verb is fully specified to provide the missing categories (e.g. TAM, argument marking) for the entire clause chain. Clause chains may be referred to as topic chains, or as sequences of medial clauses/medial verbs. Crucially, this construction involves a single independent verb form, with several medial verbs that are dependent on it for full specification. Clause chains are generally used to describe simple sequences of events, and the medial verbs involved are often marked by special affixes.<CR><CR>Some analyses assert that medial verbs are coordinated, or at the very least not subordinated. However, it can be very difficult to determine this from descriptions and examples in grammars. Here we focus less on these syntactic distinctions and more on surface forms that fit the above description (sequences of stripped down verb forms dependent on a single verb for full specification), used for describing simple sequences of events.<CR><CR>In some cases clause-chaining may be difficult to distinguish from serial verb constructions. Remember that a serial verb construction involves a set of verbs or verb phrases that are typically inflected identically for TAM in a single clause, whereas clause-chaining involves a set of formally reduced clauses involving unmarked verbs, all dependent on a single fully specified verb form. Clause-chaining is also different from verb compounding, in that the verbs involved in clause-chaining all carry full semantic weight (in contrast to the light verb of verb compounding) and different arguments (e.g. objects) may occur in each clause (whereas a verb compound takes a single set of arguments as a whole). In cases where it is unclear which of these constructions is represented by the examples in the grammar, a (?) may be coded, but be sure to indicate in the comments that you were unable to determine which of these constructions is demonstrated in the relevant examples.	1: present, 0: absent	NA	GB150 ClauseChain	Is there clause chaining?	clause	NA	26	Clause1	26Clause1
GB122	vcompounding	Is verb compounding a regular process?	verb	predication, derivation	compounding	Jeremy	Verbal compounding is two or more verb stems acting as one phonological and grammatical word. Verb compounds share the same arguments. Languages with serial verbs can often have verb compounds too, however they might not always be described as such.<CR><CR>Serial verbs are different from clause-chaining because the verbs involved in clause-chaining lack finiteness and cannot occur independently in that form whereas serial verbs take the appropriate finiteness marking. Serial verbs are different from compounds because they can each take their own arguments whereas the roots of a compound share arguments.	1: present, 0: absent	NA	GB122 VCompounding	Is verb compounding a regular process?	verbal domain	NA	13	verb 8	13verb 8
GB123	vadjuncts	Are there verb-adjunct (aka light-verb) constructions?	verb, noun	predication, derivation	special construction	Jeremy	"This question concerns constructions involving a non-predicating element expressing the lexical meaning of the construction, in conjunction with a semantically fairly empty verb, which enables the element to function as a predicate by providing the necessary morphology, e.g. 'eye do' for 'see'; or 'sneeze hit' for 'sneeze'. Exclude constructions that fall into the categories of verb compounding, clause-chaining, auxiliaries and serial verbs are excluded from the category of ""light-verb"". The verb needs to be sufficiently productive, it cannot only concern a few instances. It is uninteresting whether the predicating element is of nominal/verbal/other root. This means for example that what is described in the literature as ""co-verb constructions"" most likely are a subcategory of light verbs. It is also uninteresting for the definition of light-verbs whether or not the non-finite predicating element can occur outside the construction or not, both scenarios are acceptable. The category of light verbs cannot all consist of constructions describing states, there has to be at least a few dynamic events. There should also be instances where it is hard to define whether the non-finite predicating element (adjunct) is clearly nominal or not."	1: present, 0: absent	NA	GB123 LightVerb	Are there verb-adjunct (aka light-verb) constructions?	verbal domain	NA	19	aux and light verbs 1	19aux and light verbs 1
GB140	vnonvneg	Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?	particle, clause, verb, copula	predication, negation, verb classification	particle, conjugation	Hedvig	"This feature pertains only to the negative marker itself, be it an independent particle, verb, auxiliary, clitic or affix. By non-verbal here we are referring to locational (""the dog is in the kitchen""), existential (""There is a heaven"") or nominal predication (""Ursula is a witch""). Negation of possession, attributives (adjectives) capability or knowing are not included. However, it is very likely that languages that have different negation from the standard negator for these functions also make a distinction between locational/existential and standard."	1: present, 0: absent	NA	GB140 SameNEGLocExistNom	Are verbal and non-verbal predicates marked by the same negator?	clause	NA	24	Verb Randos 3	24Verb Randos 3
GB256	NA	Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?	verb, clause, NP, case marker, adposition, index	predication, predicative possession, argument marking, oblique, comitative	flagging, indexing	Hedvig	"This question concerns predicative possession, i.e. finite clauses that express an ownership relation. This kind of construction is also known as ""conjunctional possessive"". This means that the possessor is the subject, the predicate is an existential/locational/copula verb and the possessum is marked by an element marking simultaneity between clauses, or ""also/too"", or subordinating conjunction (""when/while""), or coordinating particle (""and""), or a comitative marker {""with""). The conjugational/comitative/coordination/topical/simultaneity marking need not be bound to the possessum-NP, but it needs to mark the possessum-NP, i.e. dependent versus head-marking is irrelevant.<CR><CR>This is known as ""conjunctional possessive"" in the work of Stassen."	1: present, 0: absent	NA	GB256 PredPOSSComitative	NA	clause	NA	8	AD POSS5	8AD POSS5
GB253	NA	Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?	verb, clause, NP, case marker, adposition, index	predication, predicative possession, argument marking, oblique, dative	flagging, indexing	Hedvig	"This question concerns predicative possession, i.e. finite clauses that express an ownership relation. Is the possessum the subject of an existential predicative and the possessor in an oblique form marked by an element meaning ""to/for"" (i.e. ""a car is to me"") or dative case? The possessor-NP need not be overtly marked for dative case, it can be expressed in the verb itself, i.e. dependent versus head-marking is irrelevant.<CR><CR>This is known as ""dative possessive"", a subcategory of ""locational possessive"", in the work of Stassen."	1: present, 0: absent	NA	GB253 PredPOSSDat	NA	clause	NA	8	AD POSS3	8AD POSS3
GB254	NA	Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?	verb, clause, NP, case marker, adposition, index	predication, predicative possession, argument marking, oblique, genitive	flagging, indexing	Hedvig	"This question concerns predicative possession, i.e. finite clauses that express an ownership relation. The possessum is the subject, there is no locational or dative marking of the possessor. The possessor is instead construed as a modifier of the possessum (i.e. ""my car exists""). It may be that the possessor is not construed as a adnominal possessor, but can still qualify as a ""1"" (for example if the S/A/P form is no different from an adnominal possessor form).<CR><CR>This is known as ""genitive possessive"" in the work of Stassen."	1: present, 0: absent	NA	GB254 PredPOSSAdnom	NA	clause	NA	8	AD POSS4	8AD POSS4
GB252	NA	Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?	verb, clause, NP, case marker, adposition, index	predication, predicative possession, argument marking, oblique, locative	flagging, indexing	Hedvig	"This question concerns predicative possession, i.e. finite clauses that express an ownership relation. Locative possessive means a construction where the possessum is the subject of an existential/locative predicate and the possessor is in an oblique form marked by an element meaning ""at/in/on"" (i.e. ""a car is on me"") or the locational function is marked on the verb. The possessor-NP need not be overtly marked for location, it can be expressed in the verb itself, i.e. dependent versus head-marking is irrelevant.<CR><CR>This is known as ""locational possessive"" in the work of Stassen."	1: present, 0: absent	NA	GB252 PredPOSSLoc	NA	clause	NA	8	AD POSS2	8AD POSS2
